Compound_Name,CH3,CH2,CH,CH2_as_saturated_ring_member,Additional_H_in_ring,C6H5_benzene_ring,OH_for_alcohols,Double_bond
n-Propyl-Cyclohexane,1,7,1,0,0,0
2.7-Di-Methyl-Octane,4,4,2,0,0,0
2-Methyl-Decane,3,7,1,0,0,0
n-Decane,2,8,0,0,0,0
Iso-Octane,5,1,1,0,0,0
